id,loc,inst,outcome,abs,title,url,year,appr,delv,dur,oucome2,outcome3,trial,size,cluster,effect,analysis,long,genr,qual,theor,refle,search
3031402,USA/Canada,Primary/Elementary,Literacy/English,"This report describes a cluster randomized control trial (RCT) intervention study of the effectiveness of the ABRACADABRA (ABRA) Web-based literacy system using a classroom-level RCT intervention with 1,067 children in 74 kindergarten and Grade 1 or Grade 1/2 classrooms across Canada. The authors closely followed the CONSORT criteria for executing and reporting high-quality RCT studies. Well-trained teachers delivered the ABRA intervention to their regular classrooms for 20 hr per child over one full semester. At posttest, the ABRA intervention classroom showed significant advantages over controls in phonological blending ability, letter-sound knowledge and, marginally, for phoneme segmentation fluency. A secondary analysis exploring the effects of different levels of program implementation showed that with fidelity of implementation (80% of intervention teachers), advantages were evident at posttests in phonological blending, phoneme segmentation fluency, sight word reading, and letter-sound knowledge. It is concluded that ABRA is an effective resource for key skills associated with early reading. Implications for the role of both Web-based technologies and extended professional development for technology in aiding in the scale-up of evidence-based reading interventions are discussed. (Contains 2 figures and 5 tables.)",A (Pan-Canadian) Cluster Randomized Control Effectiveness Trial of the ABRACADABRA Web-Based Literacy Program,https://www.google.com/search?q=A+(Pan-Canadian)+Cluster+Randomized+Control+Effectiveness+Trial+of+the+ABRACADABRA+Web-Based+Literacy+Program,2013,Universal,Regular Teachers/Lecturers,Up to Half a Term,Literacy/English,None,Clustered,1067,74,Yes,Whole Sample Only,Immediate Post-Test Only,Yes,No,"Yes, Descriptive Theory of Change",Yes,USA/Canada Primary/Elementary Literacy/English
3030678,USA/Canada,Preschool/Kindergarten,Behaviour and Social Wellbeing,"Objective: The purpose of this study was to examine the long-term effects of the Early Risers aoeSkills for Successa Conduct Problems Prevention Program (ER; August, Bloomquist, Realmuto, & Hektner, 2007), a multifaceted program targeting social, emotional, behavioral, and academic risk and protective factors to promote adaptive psychological development. Method: Based on the random assignment of their school, 245 kindergartners (mean age = 6.6 years, SD = 0.57; 68.6% male) with elevated teacher-rated aggressive behavior either participated in ER for 3 intensive years plus 2 booster years or served as controls. Participants were assessed annually during the intervention with teacher and parent reports and at 2 follow-up points. In the current study, 129 of the original participants were reassessed with diagnostic interviews in late high school (mean age = 16.3, SD = 0.52), and multiple imputation was used to deal appropriately with missing data. Results: Program participants had significantly fewer symptoms of conduct disorder, oppositional defiant disorder, and major depressive disorder than did controls. The programas effect on increasing social skills and parent discipline effectiveness by Grade 3 mediated these effects. Conclusions: The results of this study provide further evidence of the long-term positive effects of multicomponent, elementary-age, targeted conduct problems prevention programs. Training children in social skills and parents in effective discipline are possible mechanisms to divert maladaptive developmental cascades. (PsycINFO Database Record (c) 2014 APA, all rights reserved). 2014 American Psychological Association.",A 10-year randomized controlled trial of the Early Risers conduct problems preventive intervention: Effects on externalizing and internalizing in late high school,https://www.google.com/search?q=A+10-year+randomized+controlled+trial+of+the+Early+Risers+conduct+problems+preventive+intervention:+Effects+on+externalizing+and+internalizing+in+late+high+school,2014,Targeted,External Educators,Full Academic Year or Longer,None,None,Clustered,245,20,Yes,Whole Sample Only,At Least Some Follow-Up,No,No,"Yes, Theoretical Perspectives",Yes,USA/Canada Preschool/Kindergarten Behaviour and Social Wellbeing
3031910,USA/Canada,Preschool/Kindergarten,Physical Health and Wellbeing,"BACKGROUND: Previous studies have demonstrated the short-term efficacy of pharmacotherapy and behavior therapy for attention-deficit/hyperactivity disorder (ADHD) , but no longer-term (i.e., >4 months) investigations have compared these 2 treatments or their combination. METHODS: A group of 579 children with ADHD Combined Type, aged 7 to 9.9 years, were assigned to 14 months of medication management (titration followed by monthly visits); intensive behavioral treatment (parent, school, and child components, with therapist involvement gradually reduced over time); the two combined; or standard community care (treatments by community providers). Outcomes were assessed in multiple domains before and during treatment and at treatment end point (with the combined treatment and medication management groups continuing medication at all assessment points). Data were analyzed through intent-to-treat random-effects regression procedures. RESULTS: All 4 groups showed sizable reductions in symptoms over time, with significant differences among them in degrees of change. For most ADHD symptoms, children in the combined treatment and medication management groups showed significantly greater improvement than those given intensive behavioral treatment and community care. Combined and medication management treatments did not differ significantly on any direct comparisons, but in several instances (oppositional/aggressive symptoms, internalizing symptoms, teacher-rated social skills, parent-child relations, and reading achievement) combined treatment proved superior to intensive behavioral treatment and/or community care while medication management did not. Study medication strategies were superior to community care treatments, despite the fact that two thirds of community-treated subjects received medication during the study period. CONCLUSIONS: For ADHD symptoms, our carefully crafted medication management was superior to behavioral treatment and to routine community care that included medication. Our combined treatment did not yield significantly greater benefits than medication management for core ADHD symptoms, but may have provided modest advantages for non-ADHD symptom and positive functioning outcomes.",A 14-month randomized clinical trial of treatment strategies for attention-deficit/hyperactivity disorder. Multimodal Treatment Study of Children with ADHD,https://www.google.com/search?q=A+14-month+randomized+clinical+trial+of+treatment+strategies+for+attention-deficit/hyperactivity+disorder.+Multimodal+Treatment+Study+of+Children+with+ADHD,1999,Targeted,Mixture,Full Academic Year or Longer,Behaviour and Social Wellbeing,Range of Academic Outcomes,Single,579,NA,Yes,Whole Sample Only,Immediate Post-Test Only,Yes,No,"Yes, Descriptive Theory of Change",Yes,USA/Canada Preschool/Kindergarten Physical Health and Wellbeing
8154183,Africa,Primary/Elementary,Physical Health and Wellbeing,"Design The study’s design was a cluster-randomized,
matched-pairs, parallel trial of a behavior-based sexual assault
prevention intervention in the informal settlements.
Methods The participants were primary school girls aged 10–
16. Classroom-based interventions for girls and boys were
delivered by instructors from the same settlements, at the same
time, over six 2-h sessions. The girls’ program had components
of empowerment, gender relations, and self-defense.
The boys’ program promotes healthy gender norms. The control
armof the study received a health and hygiene curriculum.
The primary outcome was the rate of sexual assault in the prior
12 months at the cluster level (school level). Secondary outcomes
included the generalized self-efficacy scale, the distribution
of number of times victims were sexually assaulted in
the prior period, skills used, disclosure rates, and distribution
of perpetrators. Difference-in-differences estimates are reported
with bootstrapped confidence intervals.
Results Fourteen schools with 3147 girls from the intervention
group and 14 schools with 2539 girls from the control
group were included in the analysis. We estimate a 3.7 %
decrease, p = 0.03 and 95 % CI = (0.4, 8.0), in risk of sexual
assault in the intervention group due to the intervention (initially
7.3 % at baseline). We estimate an increase in mean
generalized self-efficacy score of 0.19 (baseline average 3.1,
on a 1–4 scale), p = 0.0004 and 95 % CI = (0.08, 0.39).
Interpretation This innovative intervention that combined
parallel training for young adolescent girls and boys in school
settings showed significant reduction in the rate of sexual
assault among girls in this population","A Behavior-Based Intervention That Prevents Sexual Assault:
the Results of a Matched-Pairs, Cluster-Randomized Study
in Nairobi, Kenya","https://www.google.com/search?q=A+Behavior-Based+Intervention+That+Prevents+Sexual+Assault:
the+Results+of+a+Matched-Pairs,+Cluster-Randomized+Study
in+Nairobi,+Kenya",2016,Universal,External Educators,Full Academic Year or Longer,none,none,Clustered,5686,28,Yes,Whole Sample Only,Immediate Post-Test Only,Yes,No,"Yes, Descriptive Theory of Change",Yes,Africa Primary/Elementary Physical Health and Wellbeing
3031872,UK/Ireland,Middle/High School,Physical Health and Wellbeing,"Background: Depression in adolescents is a significant problem that impairs everyday functioning and increases the risk of severe mental health disorders in adulthood. Although this is a major problem, relatively few adolescents with, or at risk of developing, depression are identified and referred for treatment. This suggests the need to investigate alternative approaches whereby preventative interventions are made widely available in schools. Objective: To investigate the clinical effectiveness and cost-effectiveness of classroom-based cognitive- behavioural therapy (CBT) in reducing symptoms of depression in high-risk adolescents. Design: Cluster randomised controlled trial. Year groups (n = 28) randomly allocated on a 1: 1: 1 basis to one of three trial arms once all schools were recruited and balanced for number of classes, number of students, Personal, Social and Health Education (PSHE) lesson frequency, and scheduling of PSHE. Setting: Year groups 8 to 11 (ages 12-16 years) in mixed-sex secondary schools in the UK. Data were collected between 2009 and 2011. Participants: Young people who attended PSHE at participating schools were eligible (n = 5503). Of the 5030 who agreed to participate, 1064 (21.2%) were classified as 'high risk': 392 in the classroom-based CBT arm, 374 in the attention control PSHE arm and 298 in the usual PSHE arm. Primary outcome data on the high-risk group at 12 months were available for classroom-based CBT (n = 296), attention control PSHE (n = 308) and usual PSHE (n = 242). Interventions: The Resourceful Adolescent Programme (RAP) is a focused CBT-based intervention adapted for the UK (RAP-UK) and delivered by two facilitators external to the school. Control groups were usual PSHE (usual school curriculum delivered by teachers) and attention control (usual school PSHE with additional support from two facilitators). Interventions were delivered universally to whole classes. Primary outcomes: Clinical effectiveness: symptoms of depression [Short Mood and Feelings Questionnaire (SMFQ)] in adolescents at high risk of depression 12 months from baseline. Cost-effectiveness: incremental cost-effectiveness ratios (ICERs) based on SMFQ score and quality-adjusted life-years (from European Quality of Life-5 Dimensions scores) between baseline and 12 months. Process evaluation: reach, attrition and qualitative feedback from service recipients and providers. Results: SMFQ scores had decreased for high-risk adolescents in all trial arms at 12 months, but there was no difference between arms [classroom-based CBT vs. usual PSHE adjusted difference in means 0.97, 95% confidence interval (CI) -0.34 to 2.28; classroom-based CBT vs. attention control PSHE -0.63, 95% CI -1.99 to 0.73]. Costs of interventions per child were estimated at 41.96 for classroom-based CBT and 34.45 for attention control PSHE. Fieller's method was used to obtain a parametric estimate of the 95% CI for the ICERs and construct the cost-effectiveness acceptability curve, confirming that classroom-based CBT was not cost-effective relative to the controls. Reach of classroom-based CBT was good and attrition was low (median 80% attending > 60% of sessions), but feedback indicated some difficulties with acceptability and sustainability. Conclusions: Classroom-based CBT, attention control PSHE and usual PSHE produced similar outcomes. Classroom-based CBT may result in increased self-awareness and reporting of depressive symptoms. Classroom-based CBT was not shown to be cost-effective. While schools are a convenient way of reaching a wide range of young people, implementing classroom-based CBT within schools is challenging, particularly with regard to fitting programmes into a busy timetable, the lack of value placed on PSHE, and difficulties engaging with teachers and young people. Wider use of classroom-based depression prevention programmes should not be undertaken without further research. If universal preventative approaches are to be pursued, their clinical effectiveness and cost-effectiveness with younger children (aged 10-11 years), before the incidence of depression increases, should be investigated. Alternatively, the clinical effectiveness of indicated school-based programmes targeting those already displaying symptoms of depression should be investigated. Queen's Printer and Controller of HMSO 2013.",A cluster randomised controlled trial to determine the clinical effectiveness and cost-effectiveness of classroom-based cognitive-behavioural therapy (CBT) in reducing symptoms of depression in high-risk adolescents,https://www.google.com/search?q=A+cluster+randomised+controlled+trial+to+determine+the+clinical+effectiveness+and+cost-effectiveness+of+classroom-based+cognitive-behavioural+therapy+(CBT)+in+reducing+symptoms+of+depression+in+high-risk+adolescents,2013,Targeted,External Educators,Up to Half a Term,Other School Subjects,Other School Subjects,Clustered,1064,28,Yes,Some Sub-Groups Reported,At Least Some Follow-Up,No,"Yes, Fairly Well","Yes, Descriptive Theory of Change",Yes,UK/Ireland Middle/High School Physical Health and Wellbeing
3031624,UK/Ireland,Primary/Elementary,Physical Health and Wellbeing,"AIM: To evaluate the effectiveness of a programme of asthma clubs in improving quality of life in primary school children with asthma. METHODS: A cluster randomised intervention trial was undertaken in 22 primary schools within the urban area of south and east Belfast, Northern Ireland. Schools were randomised in pairs to immediate or delayed groups. The study subjects comprised 173 children aged 7-11 years whose parents had notified the school of their asthma diagnosis. Children attended school based weekly clubs over an 8 week period. The main outcome measures were the interview administered Paediatric Quality of Life Questionnaire scores, ranging from 1 (worst) to 7 (best), spirometry, and inhaler technique. RESULTS: Over 15 weeks, small but non-significant improvements in the overall quality of life score (mean 0.20; 95% confidence interval (CI) -0.20 to 0.61) and in each of its three components, activity limitation (0.20; -0.43 to 0.84), symptoms (0.23; -0.23 to 0.70), and emotional function (0.17; -0.18 to 0.52), were observed in the immediate compared with the delayed group. Inhaler technique at week 16 was markedly better in the immediate group, with 56% having correct technique compared with 15% in the delayed group. No significant effect of the intervention on spirometry results could be demonstrated. CONCLUSION: This primary school based asthma education programme resulted in sustained improvements in inhaler technique, but changes in quality of life scores were not significant.",A cluster randomised intervention trial of asthma clubs to improve quality of life in primary school children: the School Care and Asthma Management Project (SCAMP),https://www.google.com/search?q=A+cluster+randomised+intervention+trial+of+asthma+clubs+to+improve+quality+of+life+in+primary+school+children:+the+School+Care+and+Asthma+Management+Project+(SCAMP),2005,Targeted,External Educators,Up to Half a Term,Physical Health and Wellbeing,Physical Health and Wellbeing,Clustered,173,22,Yes,Whole Sample Only,At Least Some Follow-Up,Yes,No,"Yes, Theoretical Perspectives",No,UK/Ireland Primary/Elementary Physical Health and Wellbeing
3031630,UK/Ireland,Primary/Elementary,Physical Health and Wellbeing,"OBJECTIVE: Using a cluster randomized trial, this study tested the effectiveness of a dental health education program designed to improve the oral hygiene and dental knowledge of 10-year-old children. METHODS: Thirty-two primary schools in the northwest of England participated. After a baseline assessment of plaque and the completion of a dental knowledge questionnaire by the children, the schools were allocated randomly to active or control groups. Children in schools allocated to the active group received the dental health program, which consisted of four one-hour lessons. After four months the children were examined clinically and scored for plaque, and a second questionnaire was administered. The schools in the control group were then allocated randomly to receive the program or not over the following three months, the program being withdrawn from the schools who initially received it. A further assessment of plaque was made and a questionnaire administered seven months after the baseline of the study. RESULTS: The active groups had 20 percent and 17 percent lower mean plaque scores than the control group at four and seven months (P < .001). The children's knowledge of which type of toothbrush should be used and the role of disclosing tablets improved in the initial test group when compared with the control group and this was retained over the second part of the study. CONCLUSION: The children receiving the program had significantly lower mean plaque scores and greater knowledge about toothbrushes and disclosing tablets than the control children who had not received the program.",A cluster randomized controlled trial of a dental health education program for 10-year-old children,https://www.google.com/search?q=A+cluster+randomized+controlled+trial+of+a+dental+health+education+program+for+10-year-old+children,2001,Universal,External Educators,Between Half and Full Term,Physical Health and Wellbeing,None,Clustered,794,32,Yes,Whole Sample Only,At Least Some Follow-Up,No,No,No,No,UK/Ireland Primary/Elementary Physical Health and Wellbeing
3031675,Central/South America,Middle/High School,Physical Health and Wellbeing,"Behavioral interventions based on the Protection Motivation Theory (PMT) have been demonstrated to reduce HIV risk behavior among mid- and older adolescents in different settings across the globe but have not been evaluated among Caribbean nations and have received limited evaluation among pre-adolescents. To determine (1) the effectiveness among pre-adolescents in The Bahamas of a PMT-based HIV prevention program 'Focus on Youth in the Caribbean' (FOYC) and (2) the role of the targeted PMT constructs in intervention effect. 1,360 sixth grade youth (10-11 years of age) from 15 urban schools in New Providence, The Bahamas were randomized by school to receive either FOYC or a control condition. Data collected at baseline, 6 and 12 months post intervention were analyzed. A five-step scheme was used to assess sexual behavior progression, ranging from '1' = 'a virgin without intention to have sex' to '5' = 'having sex without a condom'. Group-based trajectory analysis was utilized in assessing the program effect. Two sexual behavior progression patterns were detected: slow progressors and quick progressors. Receiving FOYC reduced the likelihood for adolescents to become quick progressors (adjusted OR = 0.77, 95% CI: 0.64-1.00). The observed effectiveness was especially impacted by a subset of the targeted PMT constructs. FOYC effectively delays sexual risk among Bahamian pre-adolescents. The group-based trajectory analysis provides an analytical approach for assessing interventions among adolescents with low rates and diverse progression patterns of sexual activity.",A cluster randomized controlled trial of an adolescent HIV prevention program among Bahamian youth: effect at 12 months post-intervention,https://www.google.com/search?q=A+cluster+randomized+controlled+trial+of+an+adolescent+HIV+prevention+program+among+Bahamian+youth:+effect+at+12+months+post-intervention,2009,Universal,External Educators,Between Half and Full Term,Physical Health and Wellbeing,None,Clustered,1360,15,Yes,Some Sub-Groups Reported,At Least Some Follow-Up,Yes,No,"Yes, Theoretical Perspectives",Yes,Central/South America Middle/High School Physical Health and Wellbeing
3031050,USA/Canada,Primary/Elementary,Behaviour and Social Wellbeing,"Background: While school-based anti-bullying programs are widely used, there have been few controlled trials of effectiveness. This study compared the effect of manualized School Psychiatric Consultation (SPC), CAPSLE (a systems and mentalization focused whole school intervention), and treatment-as-usual (TAU) in reducing aggression and victimization among elementary school children. Method: Participants were 1,345 third to fifth graders in nine elementary schools in a medium-sized Midwestern city who took part in a cluster-level randomized controlled trial with stratified restricted allocation, to assess efficacy after two years of active intervention and effectiveness after one year of minimal input maintenance intervention. Outcome measures included peer and self-reports of bullying, bystanding, and mentalizing behavior and classroom behavioral observations of disruptive and off-task behavior. Results: CAPSLE moderated the developmental trend of increasing peer-reported victimization (p less than 0.01), aggression (p less than 0.05), self-reported aggression (p less than 0.05) and aggressive bystanding (p less than 0.05), compared to TAU schools. CAPSLE also moderated a decline in empathy and an increase in the percent of children victimized compared to SPC (p less than 0.01) and TAU conditions (p less than 0.01). Results for self-reported victimization, helpful bystanding, and beliefs in the legitimacy of aggression did not suggest significantly different changes among the study conditions over time. CAPSLE produced a significant decrease in off-task (p less than 0.001) and disruptive classroom behaviors (p less than 0.01), while behavioral change was not observed in SPC and TAU schools. Superiority with respect to TAU for victimization (p less than 0.05), aggression (p less than 0.01), and helpful (p less than 0.05) and aggressive bystanding (p less than 0.01) were maintained in the follow-up year. Conclusions: A teacher-implemented school-wide intervention that does not focus on disturbed children substantially reduced aggression and improved classroom behavior.",A Cluster Randomized Controlled Trial of Child-Focused Psychiatric Consultation and a School Systems-Focused Intervention to Reduce Aggression,https://www.google.com/search?q=A+Cluster+Randomized+Controlled+Trial+of+Child-Focused+Psychiatric+Consultation+and+a+School+Systems-Focused+Intervention+to+Reduce+Aggression,2009,Targeted,Regular Teachers/Lecturers,Full Academic Year or Longer,None,None,Clustered,1345,10,Yes,Some Sub-Groups Reported,At Least Some Follow-Up,Yes,"Yes, Fairly Well","Yes, Theoretical Perspectives",Yes,USA/Canada Primary/Elementary Behaviour and Social Wellbeing
3030662,Australia/New Zealand,Middle/High School,Physical Health and Wellbeing,"Objective: Physical education (PE) programs aim to promote physical activity (PA) and reach most school-aged youth. However, PA levels within PE lessons are often low. In this cluster-randomized controlled trial, we examined the effects of three self-determination theory-based motivational strategies on PA and sedentary behavior, as well as their hypothesized antecedents during PE lessons. Methods: Data were collected in Sydney, Australia (October-December 2011). After baseline testing, teachers (n = 16) and their classes (n = 288 students; M = 13.6. years, 50.4% male) were randomly assigned to one of four teaching strategy conditions: (1) explaining relevance; (2) providing choice; (3) complete free choice; or (4) usual practice. Teachers then delivered the assigned strategy. Primary outcomes were accelerometer-assessed PA and student motivation during lessons. Secondary outcomes included sedentary behavior, perceptions of teachers' support and psychological needs satisfaction. Results: The 'free choice' intervention increased PA (p< .05). 'Providing choice' and 'free choice' interventions decreased sedentary behavior (p< .05). The interventions did not influence motivation, but students' autonomy increased during both choice-based interventions (p< .05). Conclusions: Promoting choice can produce short-term increases in PA and decreases in sedentary behavior, as well as increased perceived autonomy during PE lessons. 2013 Elsevier Inc.",A cluster randomized controlled trial of strategies to increase adolescents' physical activity and motivation in physical education: Results of the Motivating Active Learning in Physical Education (MALP) trial,https://www.google.com/search?q=A+cluster+randomized+controlled+trial+of+strategies+to+increase+adolescents'+physical+activity+and+motivation+in+physical+education:+Results+of+the+Motivating+Active+Learning+in+Physical+Education+(MALP)+trial,2013,Universal,Regular Teachers/Lecturers,Between Half and Full Term,Behaviour and Social Wellbeing,None,Clustered,288,16,Yes,Whole Sample Only,Immediate Post-Test Only,Yes,"Yes, But Not Reported","Yes, Theoretical Perspectives",Yes,Australia/New Zealand Middle/High School Physical Health and Wellbeing
